,,,Pip3A4PurchaseOrderRequest/fromRole/PartnerRoleDescription/PartnerDescription/BusinessDescription/GlobalBusinessIdentifier,,???,MyInfo.BusinessId
,,,Pip3A4PurchaseOrderRequest/fromRole/PartnerRoleDescription/PartnerDescription/BusinessDescription/GlobalSupplyChainCode,,Information Technology,
,,,Pip3A4PurchaseOrderRequest/toRole/PartnerRoleDescription/GlobalPartnerRoleClassificationCode,,Seller,
,,,Pip3A4PurchaseOrderRequest/toRole/PartnerRoleDescription/PartnerDescription/GlobalPartnerClassificationCode,,???,PartnerInfo.Class
,,,Pip3A4PurchaseOrderRequest/toRole/PartnerRoleDescription/PartnerDescription/BusinessDescription/GlobalBusinessIdentifier,,???,PartnerInfo.BusinessId
,,,Pip3A4PurchaseOrderRequest/toRole/PartnerRoleDescription/PartnerDescription/BusinessDescription/GlobalSupplyChainCode,,Information Technology,
,,,Pip3A4PurchaseOrderRequest/thisDocumentGenerationDateTime/DateTimeStamp,,???,DocGenDateTime
,,,Pip3A4PurchaseOrderRequest/thisDocumentIdentifier/ProprietaryDocumentIdentifier,,???,DocId
,,,Pip3A4PurchaseOrderRequest/GlobalDocumentFunctionCode,,Request,
ProductLineItem,ProductLineItem1,,Pip3A4PurchaseOrderRequest/PurchaseOrder/ProductLineItem,,,
ProductLineItem,ProductLineItem2,,Pip3A4PurchaseOrderRequest/PurchaseOrder/ProductLineItem,,,
PartnerDescription,PartnerDescription1,,Pip3A4PurchaseOrderRequest/PurchaseOrder/PartnerDescription,,,
,,ProductLineItem1,ProductQuantity,,???,ProductQuantity
,,ProductLineItem1,LineNumber,,???,
,,ProductLineItem1,productUnit/ProductPackageDescription/ProductDescription/GlobalProductIdentifier,,???,ProductId
,,ProductLineItem1,GlobalSpecialFulfillmentRequestCode,,Warranty,
,,ProductLineItem1,countryOfOrigin/GlobalCountryCode,,JP,
,,ProductLineItem1,requestedShipDate/DateStamp,,???,RequestedShipDate
,,ProductLineItem1,contractIdentifier/ProprietaryDocumentIdentifier,,N/A,
,,ProductLineItem1,GlobalProductUnitOfMeasureCode,,Gross Kilogram,
,,ProductLineItem1,SpecialHandlingInstruction/specialHandlingText/FreeFormText,,???,
,,ProductLineItem1,requestedPrice/FinancialAmount/GlobalCurrencyCode,,JPY,
,,ProductLineItem1,requestedPrice/FinancialAmount/MonetaryAmount,,???,RequestedPrice
shipFrom,shipFrom1,ProductLineItem1,shipFrom,,,
,,shipFrom1,GlobalLocationIdentifier,,1234567890123,
,,ProductLineItem2,ProductQuantity,,???,ProductQuantity
,,ProductLineItem2,LineNumber,,???,
,,ProductLineItem2,productUnit/ProductPackageDescription/ProductDescription/GlobalProductIdentifier,,???,ProductId
,,ProductLineItem2,GlobalSpecialFulfillmentRequestCode,,Warranty,
,,ProductLineItem2,countryOfOrigin/GlobalCountryCode,,JP,
,,ProductLineItem2,requestedShipDate/DateStamp,,???,RequestedShipDate
,,ProductLineItem2,contractIdentifier/ProprietaryDocumentIdentifier,,N/A,
,,ProductLineItem2,GlobalProductUnitOfMeasureCode,,Gross Kilogram,
,,ProductLineItem2,SpecialHandlingInstruction/specialHandlingText/FreeFormText,,???,
,,ProductLineItem2,requestedPrice/FinancialAmount/GlobalCurrencyCode,,JPY,
,,ProductLineItem2,requestedPrice/FinancialAmount/MonetaryAmount,,???,RequestedPrice
shipFrom,shipFrom2,ProductLineItem2,shipFrom,,,
,,shipFrom2,GlobalLocationIdentifier,,1234567890123,
,,PartnerDescription1,PhysicalAddress/cityName/FreeFormText,,N/A,
,,PartnerDescription1,PhysicalAddress/addressLine1/FreeFormText,,N/A,
,,PartnerDescription1,PhysicalAddress/addressLine2/FreeFormText,,N/A,
,,PartnerDescription1,PhysicalAddress/addressLine3/FreeFormText,,N/A,
,,PartnerDescription1,PhysicalAddress/NationalPostalCode,,N/A,
,,PartnerDescription1,PhysicalAddress/regionName/FreeFormText,,N/A,
,,PartnerDescription1,PhysicalAddress/postOfficeBoxIdentifier/FreeFormText,,N/A,
,,PartnerDescription1,PhysicalAddress/GlobalCountryCode,,JP,
,,PartnerDescription1,GlobalPartnerClassificationCode,,Carrier,
,,PartnerDescription1,BusinessDescription/GlobalBusinessIdentifier,,123456789,
,,PartnerDescription1,BusinessDescription/NationalBusinessTaxIdentifier/BusinessTaxIdentifier,,N/A,
,,PartnerDescription1,BusinessDescription/businessName/FreeFormText,,N/A,
